source,target,score_1,score_2,editor_1,editor_2,aligner,agreement,final_score
усумнился,засомневался,2,2,E6,E7,e&a,1,2
сор,мусор,2,0,E6,E7,e&a,0,2
дурных,плохих,2,2,E6,E7,e&a,1,2
забавным,смешным,2,2,E6,E7,e&a,1,2
внезапно,вдруг,2,2,E6,E7,e&a,1,2
вдали,далеко,2,0,E6,E7,e&a,0,2
светскою,светской,0,2,E6,E7,e&a,0,2
верховою,верховой,0,2,E6,E7,e&a,0,2
Беглым,Быстрым,1,2,E6,E7,e&a,0,2
мощь,силу,2,2,E6,E7,e,1,2
отворив,открыв,2,2,E6,E7,e&a,1,2
торжествующею,торжествующей,0,2,E6,E7,e&a,0,2
скверный,плохой,2,2,E6,E7,e&a,1,2
бормотала,говорила,1,2,E6,E7,e&a,0,2
применить,использовать,2,2,E6,E7,e&a,1,2
замолкла,замолчала,2,0,E6,E7,e&a,0,2
хохотала,смеялась,2,2,E6,E7,e&a,1,2
столь,такая,2,2,E6,E7,e&a,1,2
знатному,известного,1,2,E6,E7,e&a,0,2
изъясниться,объясниться,2,2,E6,E7,e&a,1,2
помре,умер,2,2,E6,E7,e,1,2
произошло,случилась,2,2,E6,E7,e&a,1,2
изредка,редко,2,1,E6,E7,e&a,0,2
особый,особенный,2,1,E6,E7,e&a,0,2
мучало,мучило,2,0,E6,E7,e&a,0,2
несчастию,несчастью,2,2,E6,E7,e&a,1,2
терзались,мучились,2,2,E6,E7,e&a,1,2
несчастие,несчастье,2,2,E6,E7,e&a,1,2
Авось,Может,1,2,E6,E7,e&a,0,2
досаднее,обиднее,2,2,E6,E7,e&a,1,2
потому,поэтому,2,2,E6,E7,e&a,1,2
своей,своею,0,2,E6,E7,e&a,0,2
лампою,лампой,0,2,E6,E7,e&a,0,2
следил,наблюдал,2,2,E6,E7,e&a,1,2
покинуть,бросить,2,2,E6,E7,e&a,1,2
Варенька,Варя,2,0,E6,E7,e&a,0,2
беспрерывное,постоянное,2,0,E6,E7,e&a,0,2
сделался,стал,2,2,E6,E7,e&a,1,2
папаше,отцу,2,2,E6,E7,e&a,1,2
живо,быстро,2,2,E6,E7,e&a,1,2
Француженкою,француженкой,0,2,E6,E7,e&a,0,2
розмаху,размаху,2,1,E6,E7,e&a,0,2
Букарешт,Бухарест,0,2,E6,E7,e&a,0,2
длительный,длинный,2,2,E6,E7,e&a,1,2
говорит,сказала,0,2,E6,E7,e&a,0,2
нечаянно,случайно,2,2,E6,E7,e&a,1,2
волею,волей,0,2,E6,E7,e&a,0,2
тою,той,0,2,E6,E7,e&a,0,2
виноватою,виноватой,0,2,E6,E7,e&a,0,2
услыхала,услышала,2,2,E6,E7,e&a,1,2
разговаривали,Говорили,2,1,E6,E7,e&a,0,2
барышни,девушки,2,2,E6,E7,e&a,1,2
Нарочно,Специально,2,2,E6,E7,e&a,1,2
умирающею,умирающей,0,2,E6,E7,e&a,0,2
уверяли,говорили,0,2,E6,E7,e&a,0,2
коли,если,2,2,E6,E7,e&a,1,2
нынче,теперь,2,2,E6,E7,e&a,1,2
родитель,отец,2,2,E6,E7,e&a,1,2
кверху,вверх,2,1,E6,E7,e&a,0,2
усмехнулся,улыбнулся,1,2,E6,E7,e&a,0,2
mesdames,дамы,2,0,E6,E7,e&a,0,2
отпирали,открывали,2,2,E6,E7,e&a,1,2
вопил,кричал,2,2,E6,E7,e&a,1,2
весьма,очень,2,2,E6,E7,e&a,1,2
иудейскую,еврейская,2,0,E6,E7,e&a,0,2
счастии,счастье,0,2,E6,E7,e&a,0,2
бросилась,побежала,2,2,E6,E7,e&a,1,2
Более,больше,2,2,E6,E7,e&a,1,2
оскорбило,обидело,2,2,E6,E7,e&a,1,2
пялиться,смотреть,1,2,E6,E7,e&a,0,2
взглянула,посмотрела,2,2,E6,E7,e&a,1,2
вымаливаете,просите,1,2,E6,E7,e&a,0,2
брехня,клевета,2,2,E6,E7,e&a,1,2
любезного,милого,2,2,E6,E7,e&a,1,2
Прочие,Другие,2,2,E6,E7,e&a,1,2
покой,спокойствие,2,2,E9,E1,e&a,1,2
имеется,есть,2,2,E9,E1,e&a,1,2
усадил,посадил,2,1,E9,E1,e&a,0,2
ветрености,легкомыслию,2,2,E9,E1,e&a,1,2
вскрикнула,воскликнула,2,1,E9,E1,e&a,0,2
Услыхал,Услышал,2,2,E9,E1,e&a,1,2
те,тебе,2,0,E9,E1,e&a,0,2
ступай,Иди,2,2,E9,E1,e,1,2
гибелью,смерть,2,1,E9,E1,e&a,0,2
счастия,счастья,2,2,E9,E1,e&a,1,2
намеревался,хотел,2,2,E9,E1,e&a,1,2
Кроткая,Тихая,2,2,E9,E1,e&a,1,2
башмаки,туфли,2,2,E9,E1,e&a,1,2
крупными,большими,2,2,E9,E1,e&a,1,2
всякого,каждого,2,2,E9,E1,e&a,1,2
желалось,хотелось,1,2,E9,E1,e&a,0,2
дозволено,разрешается,2,2,E9,E1,e&a,1,2
выясним,узнаем,2,2,E9,E1,e&a,1,2
таит,скрывает,2,2,E9,E1,e&a,1,2
меду,мёда,0,2,E9,E1,e&a,0,2
печальной,грустной,2,2,E9,E1,e&a,1,2
далее,дальше,2,2,E9,E1,e&a,1,2
солгу,обману,2,2,E9,E1,e&a,1,2
прежнюю,старую,2,2,E9,E1,e&a,1,2
карие,тёмные,2,0,E9,E1,e&a,0,2
побеседовать,поговорить,2,2,E9,E1,e&a,1,2
убедил,уговорил,2,2,E9,E1,e&a,1,2
мигом,быстро,2,2,E9,E1,e,1,2
пуще,больше,2,1,E9,E1,e,0,2
ихнею,их,2,2,E9,E1,e&a,1,2
ветрена,легкомысленная,2,2,E9,E1,e&a,1,2
словно,будто,2,2,E9,E1,e&a,1,2
умчался,побежал,2,0,E9,E1,e&a,0,2
видала,видела,2,2,E9,E1,e&a,1,2
пустою,пустой,0,2,E9,E1,e&a,0,2
ученье,учение,0,2,E9,E1,e&a,0,2
сказал,говорил,2,0,E9,E1,e&a,0,2
заперты,закрыты,2,2,E9,E1,e&a,1,2
завопил,закричал,2,2,E9,E1,e&a,1,2
второпях,быстро,2,1,E9,E1,e&a,0,2
промежду,между,1,2,E9,E1,e,0,2
Букарешта,Бухареста,1,2,E9,E1,e&a,0,2
гоняюсь,бегаю,2,0,E9,E1,e&a,0,2
первою,первой,0,2,E9,E1,e&a,0,2
велел,приказал,2,2,E9,E1,e&a,1,2
искренним,честным,2,2,E9,E1,e&a,1,2
Ежели,Если,2,2,E9,E1,e&a,1,2
правдивый,честный,2,2,E9,E1,e&a,1,2
приобрести,получить,2,2,E9,E1,e&a,1,2
счастливою,счастливой,0,2,E9,E1,e&a,0,2
родительницу,матушку,2,2,E9,E1,e&a,1,2
невмоготу,тяжело,2,1,E9,E1,e&a,0,2
старца,старика,1,2,E9,E1,e&a,0,2
чрез,через,1,2,E9,E1,e&a,0,2
варияций,вариаций,0,2,E9,E1,e&a,0,2
торопливые,быстрые,2,2,E9,E1,e&a,1,2
лакея,слугу,2,2,E9,E1,e&a,1,2
понадобился,нужен,2,1,E9,E1,e&a,0,2
заплатанную,старую,2,0,E9,E1,e&a,0,2
удирают,убегают,2,2,E9,E1,e&a,1,2
сенях,коридоре,2,0,E9,E1,e&a,0,2
ассигнации,деньги,2,2,E9,E1,e,1,2
крикнула,воскликнула,2,2,E9,E1,e&a,1,2
умолял,просил,2,2,E9,E1,e&a,1,2
благодарю,спасибо,2,2,E9,E1,e&a,1,2
восклицали,кричали,2,1,E9,E1,e&a,0,2
велела,приказала,2,2,E9,E1,e&a,1,2
merci,спасибо,2,2,E9,E1,e,1,2
утаивать,скрывать,2,1,E9,E1,e&a,0,2
постели,кровати,2,2,E9,E1,e&a,1,2
накануне,перед,0,2,E9,E1,e&a,0,2
башмаках,ботинках,2,1,E9,E1,e&a,0,2
Насупротив,Напротив,1,2,E9,E1,e&a,0,2
бормочет,говорит,2,1,E9,E1,e,0,2
дерзаю,решаюсь,2,2,E9,E1,e&a,1,2
танцовать,танцевать,1,2,E9,E1,e&a,0,2
всякой,каждый,2,0,E9,E1,e&a,0,2
Объявил,Сказал,2,1,E9,E1,e&a,0,2
досадой,обидой,2,1,E9,E1,e&a,0,2
Услыхав,Услышав,2,2,E9,E1,e&a,1,2
золовку,родственницу,2,0,E9,E1,e&a,0,2
неказисты,плохи,2,1,E9,E1,e&a,0,2
надобно,Надо,2,2,E9,E1,e&a,1,2
барышня,Девушка,2,0,E9,E1,e&a,0,2
чорта,чёрта,1,2,E9,E1,e&a,0,2
глядел,смотрел,2,2,E9,E1,e&a,1,2
Аль,Или,2,0,E9,E1,e&a,0,2
сими,этими,2,2,E9,E1,e&a,1,2
поразил,удивил,2,2,E9,E1,e&a,1,2
сватовства,женитьбы,2,0,E9,E1,e&a,0,2
изъяснил,говорил,2,0,E9,E1,e&a,0,2
Полагаю,Думаю,0,2,E9,E1,e&a,0,2
мокрою,мокрой,0,2,E9,E1,e&a,0,2
заманиванье,обман,2,0,E9,E1,e&a,0,2
кофей,кофе,2,2,E9,E1,e&a,1,2
происшедствие,случай,2,2,E9,E1,e&a,1,2
дитя,ребёнок,2,0,E9,E1,e&a,0,2
учтиво,вежливо,2,2,E9,E1,e&a,1,2
обманулись,ошиблись,2,2,E9,E1,e&a,1,2
отвратительную,ужасную,2,2,E9,E1,e&a,1,2
Слыхали,Слышали,2,2,E9,E1,e&a,1,2
нешто,разве,0,2,E9,E1,e&a,0,2
повинность,обязанность,2,2,E9,E1,e&a,1,2
Ребята,Дети,2,2,E9,E1,e&a,1,2
экипаж,карета,2,1,E9,E1,e,0,2
откланялся,попрощался,0,2,E9,E1,e&a,0,2
мучаться,мучиться,0,2,E9,E1,e&a,0,2
вскричали,закричали,2,1,E9,E1,e&a,0,2
бранного,ругательного,2,2,E9,E1,e&a,1,2
рыдания,слёзы,2,1,E9,E1,e&a,0,2
пуще,сильнее,2,2,E9,E1,e&a,1,2
осведомился,спросил,2,2,E9,E1,e&a,1,2
расхохотавшись,засмеявшись,2,2,E9,E1,e&a,1,2
maman,матери,2,0,E9,E1,e&a,0,2
известием,новостью,2,2,E9,E1,e&a,1,2
распорядился,приказал,2,2,E9,E1,e&a,1,2
песнью,песней,0,2,E9,E1,e&a,0,2
худощавая,худая,0,2,E7,E6,e&a,0,2
опостылевшей,надоевшей,0,2,E7,E6,e&a,0,2
Загублена,Погублена,1,2,E7,E6,e&a,0,2
схожу,пойду,2,2,E7,E6,e&a,1,2
выдающихся,известных,2,2,E7,E6,e&a,1,2
поглядывал,смотрел,2,2,E7,E6,e&a,1,2
безобразный,ужасный,2,2,E7,E6,e&a,1,2
миловидную,милую,1,2,E7,E6,e&a,0,2
подозрительна,странна,2,2,E7,E6,e&a,1,2
целковых,рублей,2,1,E7,E6,e&a,0,2
устремилась,побежала,2,2,E7,E6,e&a,1,2
захохотали,смеяться,2,2,E7,E6,e&a,1,2
молокососов,молодых,2,1,E7,E6,e&a,0,2
напротив,наоборот,2,2,E7,E6,e&a,1,2
пожалуй,конечно,2,2,E7,E6,e&a,1,2
Чужестранец,Иностранец,2,2,E7,E6,e&a,1,2
изжарил,пожарил,1,2,E7,E6,e&a,0,2
лекарь,доктор,2,2,E7,E6,e&a,1,2
Иваныч,Иванович,0,2,E7,E6,e&a,0,2
Тотчас,сразу,2,2,E7,E6,e,1,2
изысканном,высоком,2,2,E7,E6,e&a,1,2
глядел,видел,2,0,E7,E6,e&a,0,2
некоим,неким,0,2,E7,E6,e&a,0,2
натуре,природе,2,2,E7,E6,e&a,1,2
кругом,вокруг,2,2,E7,E6,e&a,1,2
унять,успокоить,2,2,E7,E6,e&a,1,2
приобретается,покупается,2,2,E7,E6,e&a,1,2
толково,понятно,2,2,E7,E6,e&a,1,2
обоняя,вдыхая,2,1,E7,E6,e&a,0,2
лишь,только,2,2,E7,E6,e&a,1,2
вынь,достань,2,2,E7,E6,e&a,1,2
житья,жизни,2,2,E7,E6,e&a,1,2
обдёрнуться,ошибиться,2,1,E7,E6,e&a,0,2
старушонок,старушек,0,2,E7,E6,e&a,0,2
опять,снова,2,2,E7,E6,e,1,2
куча,много,2,2,E7,E6,e,1,2
державы,государства,2,1,E7,E6,e&a,0,2
станет,будет,2,2,E7,E6,e&a,1,2
порознь,отдельно,2,2,E7,E6,e&a,1,2
отрывисты,короткими,2,2,E7,E6,e&a,1,2
Приближалась,Наступала,2,2,E7,E6,e&a,1,2
нелепая,странная,2,1,E7,E6,e&a,0,2
означают,значат,1,2,E7,E6,e&a,0,2
растолковал,объяснял,2,2,E7,E6,e&a,1,2
направились,пошли,2,2,E7,E6,e&a,1,2
Поглядела,Посмотрела,2,2,E7,E6,e&a,1,2
станут,начнут,2,2,E7,E6,e&a,1,2
взглянув,посмотревна,2,2,E7,E6,e&a,1,2
Приятель,Друг,2,2,E7,E6,e&a,1,2
Проводивши,Проводив,0,2,E7,E6,e&a,0,2
безобразном,страшном,2,2,E7,E6,e&a,1,2
недурно,неплохо,2,2,E7,E6,e&a,1,2
провесть,провести,0,2,E7,E6,e&a,0,2
связи,знакомства,2,2,E7,E6,e&a,1,2
преданию,рассказам,2,2,E7,E6,e&a,1,2
вечор,вчера,2,2,E7,E6,e&a,1,2
зашагала,пошла,2,2,E7,E6,e&a,1,2
соображая,думая,2,2,E7,E6,e&a,1,2
лестна,приятна,2,2,E7,E6,e&a,1,2
дождусь,подожду,1,2,E7,E6,e&a,0,2
залу,гостиную,2,2,E7,E6,e&a,1,2
горнице,комнате,2,2,E7,E6,e&a,1,2
шоколату,шоколада,0,2,E7,E6,e&a,0,2
избавителя,спасителя,2,2,E7,E6,e&a,1,2
печальным,грустным,2,2,E7,E6,e&a,1,2
взглянули,посмотрели,2,2,E7,E6,e&a,1,2
столь,так,2,2,E7,E6,e&a,1,2
гадким,ужасным,2,2,E7,E6,e&a,1,2
душком,несвежая,2,2,E7,E6,e&a,1,2
пришпилила,пристегнула,2,2,E7,E6,e&a,1,2
ложью,неправдой,2,2,E7,E6,e&a,1,2
столь,таким,2,2,E7,E6,e&a,1,2
покойнее,спокойнее,1,2,E7,E6,e&a,0,2
знал,понимал,2,2,E7,E6,e&a,1,2
отрекался,отказывался,2,2,E7,E6,e&a,1,2
возвратился,вернулся,2,2,E7,E6,e&a,1,2
возле,рядом,2,2,E7,E6,e&a,1,2
уж,уже,0,2,E7,E6,e&a,0,2
беспомощны,слабы,1,2,E7,E6,e&a,0,2
чрезвычайною,чрезвычайной,2,0,E7,E6,e&a,0,2
любопытством,интересом,2,2,E7,E6,e&a,1,2
калач,булочку,2,2,E7,E6,e&a,1,2
мочи,сил,2,2,E7,E6,e&a,1,2
уже,уж,0,2,E7,E6,e,0,2
бремя,груз,2,2,E7,E6,e&a,1,2
период,время,2,2,E7,E6,e&a,1,2
небольшом,маленьком,2,2,E7,E6,e&a,1,2
дерзает,пытается,0,2,E7,E6,e&a,0,2
спросясь,спросив,2,1,E7,E6,e&a,0,2
почивает,спит,0,2,E7,E6,e&a,0,2
проворная,быстрая,1,2,E7,E6,e&a,0,2
неопределенно,неясно,2,2,E7,E6,e&a,1,2
неизъяснимо,необъяснимо,2,2,E7,E6,e&a,1,2
вспылил,рассердился,2,2,E7,E6,e&a,1,2
воли,свободы,2,2,E7,E6,e&a,1,2
солжет,обманет,2,2,E7,E6,e&a,1,2
запачканных,грязном,2,2,E7,E6,e&a,1,2
Дураки,Идиоты,2,2,E7,E6,e&a,1,2
потому,Поэтому,2,2,E7,E6,e&a,1,2
Накануне,Перед,1,2,E7,E6,e&a,0,2
камердинер,слуга,2,2,E7,E6,e&a,1,2
рысака,лошадь,0,2,E7,E6,e&a,0,2
потчуйте,угощайте,2,2,E7,E6,e&a,1,2
внезапно,неожиданно,2,2,E7,E6,e&a,1,2
заперто,закрыто,2,2,E7,E6,e&a,1,2
немыслимо,невозможно,2,2,E7,E6,e&a,1,2
итти,идти,0,2,E7,E6,e&a,0,2
пред,Перед,0,2,E7,E6,e&a,0,2
наименоваться,назваться,2,2,E7,E6,e&a,1,2
рассчитывать,надеяться,2,2,E7,E6,e&a,1,2
ноцью,ночью,2,0,E7,E6,e&a,0,2
своею,своей,2,0,E7,E6,e&a,0,2
приотворил,приоткрыл,2,2,E7,E6,e&a,1,2
дружескою,дружеской,2,0,E7,E6,e&a,0,2
охотно,удовольствием,2,2,E7,E6,e&a,1,2
проезжающий,проезжий,1,2,E7,E6,e&a,0,2
крестьянкою,крестьянкой,2,0,E7,E6,e&a,0,2
кремовою,кремовой,2,0,E7,E6,e&a,0,2
обожала,любила,2,2,E7,E6,e&a,1,2
любезный,вежливым,2,2,E7,E6,e&a,1,2
удержать,остановить,2,2,E7,E6,e&a,1,2
удалился,ушёл,2,2,E7,E6,e&a,1,2
вошедши,войдя,0,2,E7,E6,e&a,0,2
очутился,оказался,2,2,E7,E6,e&a,1,2
тайком,тайно,1,2,E7,E6,e&a,0,2
укладом,бытом,2,2,E7,E6,e&a,1,2
ищущею,ищущей,2,0,E7,E6,e&a,0,2
причиною,причиной,2,0,E7,E6,e&a,0,2
приготовляться,готовиться,1,2,E7,E6,e&a,0,2
платице,платье,0,2,E7,E6,e&a,0,2
лакей,слуга,2,2,E7,E6,e&a,1,2
смирно,спокойно,2,2,E7,E6,e&a,1,2
прервать,прекратить,2,2,E7,E6,e&a,1,2
старичок,старик,0,2,E7,E6,e&a,0,2
видали,видели,0,2,E7,E6,e&a,0,2
явятся,придут,2,2,E7,E6,e&a,1,2
значительное,важное,2,2,E7,E6,e&a,1,2
неизбежно,обязательно,1,2,E7,E6,e&a,0,2
обходительное,воспитанное,2,0,E7,E6,e&a,0,2
мальчишка,мальчик,0,2,E7,E6,e&a,0,2
оправилась,поправилась,2,2,E7,E6,e&a,1,2
отворенную,открытую,2,2,E7,E6,e&a,1,2
непобедимою,непобедимой,2,0,E7,E6,e&a,0,2
чуднее,удивительнее,2,2,E7,E6,e&a,1,2
раскаивался,жалел,2,2,E7,E6,e&a,1,2
семейство,семью,1,2,E7,E6,e&a,0,2
занятиям,делами,2,2,E7,E6,e&a,1,2
подле,рядом,2,2,E7,E6,e&a,1,2
отдаленных,далёких,2,2,E7,E6,e&a,1,2
позволения,разрешения,2,2,E7,E6,e&a,1,2
нынешнего,сегодняшнего,2,2,E7,E6,e&a,1,2
отворились,открылись,2,2,E7,E6,e&a,1,2
книгою,книгой,2,0,E7,E6,e&a,0,2
сударыня,мадемуазель,2,2,E7,E6,e&a,1,2
слыхали,слышали,0,2,E7,E6,e&a,0,2
доложить,передать,2,2,E7,E6,e&a,1,2
пощадите,пожалейте,2,2,E7,E6,e&a,1,2
едва,чуть,2,2,E7,E6,e&a,1,2
брошка,брошь,0,2,E7,E6,e&a,0,2
ворвался,вбежал,2,2,E7,E6,e&a,1,2
грустною,грустной,2,0,E7,E6,e&a,0,2
сходствовал,похож,0,2,E7,E6,e&a,0,2
натура,характер,2,2,E7,E6,e&a,1,2
беседою,беседой,2,0,E7,E6,e&a,0,2
спокойною,спокойной,2,0,E7,E6,e&a,0,2
воротничок,воротник,0,2,E7,E6,e&a,0,2
помалу,Понемногу,2,2,E7,E6,e&a,1,2
